Model,Image,Has_Lesion,GT_Lesion_Pixels,Pred_Lesion_Pixels,Case_Lesion_Dice
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice017.png,1,1463,1822,0.806288132363943
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice018.png,1,1689,2098,0.7596152055530412
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice019.png,1,1912,2119,0.7910692124438878
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice020.png,1,1775,2133,0.7602422955104602
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice021.png,1,1656,2051,0.5177312790853664
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice022.png,1,1764,2435,0.6784798822219367
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice024.png,1,2181,2557,0.8685988329668368
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice025.png,1,2930,3035,0.8784501238296147
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice028.png,1,3491,3850,0.8703896925824508
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice030.png,1,3946,4059,0.8816660676885922
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice031.png,1,3671,4256,0.8672019581498279
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice032.png,1,3919,4420,0.8676592151579349
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice033.png,1,4217,4888,0.8266120712011058
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice035.png,1,4483,5199,0.8442840079722675
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice037.png,1,4828,5166,0.8160367491920331
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice039.png,1,4794,5111,0.7024090649784673
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice040.png,1,4818,5105,0.8277952219864076
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice041.png,1,4956,5087,0.8674338104662433
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice042.png,1,4847,4946,0.9508832838812535
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice043.png,1,4677,5094,0.9458601984499171
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice044.png,1,4438,4298,0.9261095099796992
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice046.png,1,3999,4325,0.9387313790318679
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice047.png,1,3545,4257,0.9138576777845979
Standard U-Net (Base),RET_Spectralis_7a05c267fdde4c819b19eb30da70d387_slice048.png,1,3215,3289,0.9375768756246038
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice011.png,1,115,211,0.6993865009221273
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice012.png,1,171,298,0.7368421035770204
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice013.png,1,266,484,0.6867176181364328
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice014.png,1,634,700,0.7707102036221252
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice015.png,1,815,990,0.8458578555928726
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice017.png,1,1685,1721,0.8094608796872191
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice018.png,1,1809,1914,0.5715062504829042
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice019.png,1,2259,2395,0.7183072293419247
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice020.png,1,2365,2713,0.7622819928173262
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice021.png,1,3042,3775,0.7965612340916284
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice022.png,1,3612,4199,0.7633759775097361
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice025.png,1,4188,4189,0.8313836913658564
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice030.png,1,2533,2371,0.7944819918065583
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice034.png,1,1166,1565,0.5741633699686133
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice036.png,1,850,870,0.5236888297929805
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice037.png,1,528,492,0.6509803915186467
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice038.png,1,419,373,0.7133421390840923
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice039.png,1,269,510,0.7798960125131785
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice040.png,1,201,309,0.723684208939289
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice041.png,1,116,259,0.6406685218922883
Standard U-Net (Base),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice048.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice013.png,0,0,181,
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice017.png,1,59,82,0.29787233831296217
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice019.png,1,363,486,0.6524822687322904
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice020.png,1,742,745,0.6065904501636916
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice021.png,1,991,1040,0.7365829636944445
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice024.png,1,1881,1829,0.9196765496173379
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice025.png,1,2075,1765,0.8963541664332412
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice026.png,1,1850,1750,0.937777777517284
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice027.png,1,1364,1414,0.9517638585486812
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice028.png,1,696,671,0.9085588874114419
Standard U-Net (Base),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice044.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice020.png,1,159,143,0.49811320566749734
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice022.png,1,407,363,0.6393659172531494
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice023.png,1,660,589,0.8134507599572051
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice025.png,1,125,136,0.4827586188400053
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice026.png,1,461,462,0.8385698799148755
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice027.png,1,369,247,0.6558441547794738
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice029.png,1,138,91,0.558951962624664
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice031.png,1,294,187,0.5904365892090715
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice032.png,1,625,362,0.5106382973549763
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice033.png,1,596,584,0.6796610163731686
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice034.png,1,496,543,0.64677574528703
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice035.png,1,656,483,0.6303775235905377
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice036.png,1,685,719,0.6054131049818995
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice038.png,1,869,818,0.6710136332714797
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice039.png,1,658,516,0.5073086840005944
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice040.png,1,322,400,0.617728531000376
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice041.png,1,486,446,0.6072961366874505
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice042.png,1,768,907,0.58388059666634
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice044.png,1,976,1119,0.7723150354308759
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice045.png,1,882,821,0.6189078093840823
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice046.png,1,909,1216,0.698352940847834
Standard U-Net (Base),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice048.png,1,592,633,0.6971428565737608
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice001.png,1,1425,1593,0.8137839626196872
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice002.png,1,1188,1431,0.7011098351698777
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice003.png,1,1031,917,0.7722365034590043
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice004.png,1,1363,1446,0.7803488783266825
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice005.png,1,1734,1753,0.8219099510117838
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice006.png,1,1313,1501,0.7810945270856097
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice007.png,1,1050,1133,0.7567567564100978
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice008.png,1,1435,1291,0.8451944237545141
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice010.png,1,687,678,0.8805860799409625
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice013.png,1,371,368,0.8335588622008676
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice015.png,1,277,400,0.41949778372304614
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice016.png,1,343,333,0.7071005906699696
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice017.png,1,234,184,0.5741626780522424
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice018.png,1,480,463,0.7359490978409872
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice020.png,1,803,805,0.7202002909857335
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice022.png,1,742,939,0.8009309369455488
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice023.png,1,1294,1542,0.8168521599766094
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice024.png,1,1281,1094,0.6311903654799014
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice025.png,1,1011,869,0.45613048343299745
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice026.png,1,380,175,0.2712550601796456
Standard U-Net (Base),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice037.png,0,0,612,
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice003.png,1,43,209,0.48044692469024064
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice004.png,1,45,170,0.5088757366338714
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice005.png,1,93,186,0.7857142817055394
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice006.png,1,410,566,0.848214284767618
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice007.png,1,888,913,0.9061632421398316
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice008.png,1,1131,1233,0.9172029168094368
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice009.png,1,1351,1714,0.8604728601863227
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice010.png,1,1397,1775,0.8562421182672629
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice011.png,1,1438,2020,0.8561194027295166
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice013.png,1,1480,2273,0.7867870750466173
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice014.png,1,1536,1840,0.75375238169526
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice015.png,1,1939,2410,0.5658793629091287
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice017.png,1,2139,2652,0.4153529813992796
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice018.png,1,2022,2550,0.4039515207342621
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice019.png,1,2230,2569,0.7374824689401445
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice021.png,1,1600,2160,0.668093415944011
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice022.png,1,1673,1877,0.665769342388235
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice023.png,1,1413,1814,0.5148690385444903
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice024.png,1,1965,2045,0.7414679285720323
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice025.png,1,1736,1913,0.7139040548168423
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice029.png,1,1271,2150,0.42318450033168775
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice030.png,1,1187,1460,0.4044723290631286
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice031.png,1,1020,1487,0.6942031709886939
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice033.png,1,989,938,0.7914426551484558
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice034.png,1,615,713,0.7262771737099636
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice035.png,1,446,577,0.7774193532486193
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice036.png,1,114,311,0.531248584231433
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice038.png,1,32,123,0.0
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice039.png,0,0,59,
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice040.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice043.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice045.png,0,0,88,
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice047.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice048.png,0,0,8,
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice002.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice005.png,1,28,192,0.45528454914402805
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice006.png,1,184,285,0.6352091964904129
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice009.png,1,434,585,0.6265323733286667
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice011.png,1,592,818,0.595619585550209
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice013.png,1,866,861,0.7123620356322116
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice014.png,1,920,823,0.7404506172023011
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice016.png,1,1358,1200,0.7238478995004325
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice017.png,1,1258,1341,0.7024352833564544
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice018.png,1,1696,1612,0.7004052896275648
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice019.png,1,2785,2524,0.8308485722479879
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice020.png,1,3238,3043,0.8394958121661628
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice023.png,1,2510,2312,0.7480635395498056
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice024.png,1,2694,2665,0.7675131166126488
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice025.png,1,2131,2035,0.776928265962026
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice026.png,1,2184,2029,0.7335861103911903
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice027.png,1,2111,1647,0.6322253485036893
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice030.png,1,1195,1059,0.6304101776213252
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice033.png,1,338,258,0.42746820671940977
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice034.png,1,178,173,0.10559006178388179
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice035.png,1,45,41,0.0
Standard U-Net (Base),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice041.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice000.png,1,56,48,0.9230769142011835
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice002.png,1,85,75,0.5249999967187501
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice005.png,1,259,249,0.7125984237940975
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice007.png,1,418,509,0.7918015093939574
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice008.png,1,464,385,0.7420494690906366
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice009.png,1,183,182,0.43835616318258586
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice010.png,1,446,322,0.44791666608344183
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice011.png,1,609,530,0.7673397710558912
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice012.png,1,440,510,0.7389473676432133
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice013.png,1,561,440,0.7052947045901152
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice015.png,1,135,118,0.6311111083061729
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice016.png,1,22,0,0.0
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice017.png,1,261,175,0.38624338522157836
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice018.png,1,135,315,0.0
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice019.png,1,210,207,0.5885416651340061
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice020.png,1,292,271,0.45665961848486336
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice021.png,1,393,564,0.6870451227262807
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice022.png,1,472,534,0.7940552008555677
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice023.png,1,206,209,0.8144578293627522
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice024.png,1,96,83,0.7150837948878
Standard U-Net (Base),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice028.png,0,0,131,
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice005.png,1,10,0,0.0
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice007.png,1,16,0,0.0
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice008.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice012.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice013.png,1,19,0,0.0
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice015.png,1,17,0,0.0
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice016.png,1,47,81,0.5937499953613282
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice017.png,1,84,125,0.5071770310661387
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice018.png,1,161,197,0.5786163503817096
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice019.png,1,195,293,0.3816425111554529
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice020.png,1,219,196,0.5560975596192742
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice021.png,1,303,272,0.5075187960384985
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice022.png,1,57,164,0.4072398171618108
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice023.png,1,210,212,0.5781990507625615
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice025.png,1,62,200,0.34351144907056697
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice026.png,1,193,294,0.7560975591314694
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice027.png,1,192,431,0.695652172321162
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice029.png,1,42,102,0.12499999913194446
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice030.png,1,35,82,0.19298245444752232
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice031.png,1,34,200,0.0
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice032.png,1,21,91,0.0
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice033.png,1,89,236,0.5230769214674557
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice035.png,1,41,67,0.7222222155349795
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice036.png,1,114,89,0.08866995030211847
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice037.png,1,84,140,0.49999999776785714
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice039.png,1,76,151,0.5991189400919871
Standard U-Net (Base),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice041.png,1,56,20,0.0
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice002.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice007.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice013.png,1,484,400,0.7004840020126266
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice014.png,1,1124,1121,0.79677864272117
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice016.png,1,2262,2161,0.7691956909363592
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice018.png,1,3103,3178,0.8458232132787685
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice019.png,1,3685,3535,0.8219696623887088
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice022.png,1,4667,4553,0.8864985552696797
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice023.png,1,4698,4480,0.860672545640713
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice024.png,1,4578,4297,0.8556471534377108
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice025.png,1,4583,4551,0.8529450471212457
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice026.png,1,4750,4421,0.8059853498568152
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice028.png,1,4227,4425,0.8632788742541826
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice029.png,1,4011,3840,0.8913005087958691
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice031.png,1,2611,2678,0.8188796356467577
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice035.png,1,980,718,0.6838857472375599
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice037.png,1,139,137,0.6181818153719009
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice038.png,0,0,14,
Standard U-Net (Base),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice047.png,0,0,0,
Standard U-Net (Base),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice022.png,1,243,313,0.7302158260247917
Standard U-Net (Base),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice023.png,1,734,717,0.781529978785989
Standard U-Net (Base),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice024.png,1,1350,1204,0.832419733425051
