Model,Image,GT_Lesion_Pixels,Pred_Lesion_Pixels,Case_Lesion_Dice,Has_Lesion
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice006.png,852,691,0.7571006620749237,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice007.png,963,906,0.7500640595139298,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice008.png,971,1028,0.8308017618653166,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice009.png,1287,1279,0.8183137982801736,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice010.png,1332,1501,0.8443932067914102,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice011.png,1628,1618,0.8644879105488186,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice012.png,1806,1716,0.8794713947429261,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice013.png,1936,1939,0.8849821196984703,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice014.png,2095,2186,0.8841483620835688,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice015.png,2507,2373,0.8861763822186972,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice016.png,2917,3029,0.8379093384171954,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice017.png,3321,3231,0.8073309747571793,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice018.png,3388,3366,0.8711104795406373,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice020.png,3775,3648,0.909486517937252,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice021.png,3939,4433,0.8992395782111029,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice022.png,4571,4533,0.9252779757954563,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice023.png,4709,4793,0.9357825675605507,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice024.png,4524,4617,0.9462166286573487,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice025.png,4395,4382,0.9434144465612608,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice026.png,4106,4282,0.9309724090109159,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice027.png,4215,4185,0.9170108158965229,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice028.png,3692,3506,0.8884686673889541,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice030.png,2684,2651,0.8831165595840342,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice031.png,2348,2520,0.8504906366982027,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice032.png,2127,2313,0.7294645411196802,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice034.png,1244,1188,0.46621334446824764,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice035.png,1085,825,0.4572271383733173,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice036.png,863,586,0.4374009505250388,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice037.png,481,482,0.8951194175543932,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice038.png,326,341,0.8515742116168302,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice039.png,231,0,0.0,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice041.png,90,0,0.0,1
nnU-Net Base,RET_Spectralis_f4b90ca25b223e4598c32caab90dc4aa_slice042.png,39,0,0.0,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice003.png,57,5,0.0,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice004.png,553,481,0.3769633502919328,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice005.png,1045,1120,0.7947480363388637,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice008.png,2183,2211,0.7077155563438279,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice009.png,2350,2522,0.7774925203202209,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice010.png,2686,2681,0.7896770182234943,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice012.png,2945,4153,0.7691398682692744,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice013.png,4005,4285,0.7628304924761702,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice016.png,4188,4930,0.5506653609905147,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice018.png,3978,4630,0.7759620092213101,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice019.png,4282,4672,0.8200785475977463,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice020.png,4489,5358,0.8270551056697943,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice021.png,4988,4935,0.8404850457349354,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice023.png,4739,5083,0.8559182684140391,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice024.png,4502,4941,0.8372561482312161,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice025.png,4511,4640,0.8309382375708569,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice026.png,4489,4662,0.8503206433851985,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice027.png,4221,4480,0.8455181143440175,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice029.png,3775,3879,0.8194681457237452,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice030.png,3107,3186,0.7819733978251273,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice031.png,2841,3163,0.541075523418813,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice032.png,2922,3186,0.8723930127207848,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice033.png,2690,3040,0.8207921638603286,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice036.png,2263,2220,0.889582868416332,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice037.png,2234,2344,0.9187418084493791,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice038.png,2162,2217,0.9234338744957229,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice040.png,1759,1885,0.9028540063384045,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice041.png,1642,1667,0.9096403744606708,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice042.png,1538,1743,0.9088692469037278,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice044.png,1404,1643,0.8926813256013517,1
nnU-Net Base,RET_Spectralis_f520e52af71723efed0d6fecf934075b_slice045.png,1248,1521,0.8537378111759705,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice000.png,259,46,0.0,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice001.png,416,93,0.13752455768659222,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice002.png,401,308,0.31311706584891813,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice006.png,181,0,0.0,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice007.png,270,37,0.1368078171439485,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice008.png,356,205,0.4563279849263316,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice011.png,414,487,0.3928967809179836,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice013.png,534,576,0.3531531528349971,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice014.png,864,1151,0.4982630270480084,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice015.png,1065,1349,0.5227837611753174,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice016.png,626,399,0.4370731703052944,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice018.png,1952,2360,0.28680871431965316,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice020.png,2781,2919,0.7844996668746106,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice021.png,3581,4159,0.8160983620888902,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice023.png,3925,4095,0.8178305925983202,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice026.png,4263,4757,0.823391075736959,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice027.png,3859,4863,0.8014402373263144,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice028.png,3853,4435,0.8227278530715199,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice033.png,1870,2576,0.6882814037120537,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice034.png,1241,1212,0.22915717529423366,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice035.png,1243,1832,0.6534248029264718,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice037.png,946,1014,0.6642857139467929,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice038.png,546,613,0.5383951677839558,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice039.png,913,892,0.5639889193551307,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice040.png,789,583,0.5160349850466217,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice041.png,775,572,0.4899777279213231,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice042.png,785,591,0.5058139531207747,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice043.png,591,717,0.44189602412699075,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice046.png,359,139,0.3935742963984452,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice047.png,130,0,0.0,1
nnU-Net Base,RET_Spectralis_fe02f982b78218ab05c755c01c7876b1_slice048.png,116,47,0.31901840295080736,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice014.png,0,0,,0
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice015.png,0,0,,0
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice027.png,0,0,,0
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice030.png,0,0,,0
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice044.png,69,65,0.8059701432390288,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice045.png,86,122,0.7211538426867604,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice048.png,362,356,0.838476470516128,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice049.png,342,386,0.8981348624130059,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice050.png,398,502,0.773952473100453,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice051.png,606,602,0.8330722609169323,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice052.png,685,677,0.8136525054617887,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice053.png,541,638,0.8292538761869288,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice056.png,697,659,0.7923715527154348,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice058.png,206,254,0.826917588908324,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice061.png,474,429,0.8473208922747606,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice062.png,178,253,0.7860465097998919,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice063.png,283,240,0.826003822512421,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice064.png,43,46,0.7865168450953164,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice065.png,30,7,0.37837836815193604,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice066.png,56,53,0.754225814330421,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice067.png,128,146,0.8069878777619228,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice068.png,141,157,0.49543376105064996,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice069.png,192,226,0.8660287060621323,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice070.png,205,247,0.8716814140007049,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice071.png,109,142,0.788844618371137,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice073.png,22,25,0.8510638116794934,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice094.png,29,0,0.0,1
nnU-Net Base,RET_Topcon_08c25a5049562b54521bfa36f95c4a4c_slice096.png,38,0,0.0,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice022.png,0,0,,0
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice038.png,83,20,0.2524271820152701,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice044.png,25,1,0.07692307396449716,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice046.png,24,0,0.0,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice048.png,59,62,0.7196969534837011,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice049.png,178,194,0.7825840706225414,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice051.png,294,302,0.8701435684302834,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice054.png,430,406,0.7864574940310629,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice057.png,899,775,0.8147457374820128,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice058.png,732,882,0.7869629573541628,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice061.png,961,1150,0.7928653971715204,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice066.png,555,675,0.8103581388090717,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice067.png,1038,1103,0.8696984839607704,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice068.png,1278,1327,0.8233742463642246,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice069.png,1250,1213,0.8618292180009743,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice070.png,1202,1238,0.8958917019910716,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice073.png,963,870,0.8283714145939316,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice074.png,574,660,0.7387840254055615,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice075.png,970,930,0.847484664813031,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice076.png,785,908,0.8286133944833307,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice077.png,1028,952,0.8316147199441213,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice078.png,685,695,0.8903246733647789,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice079.png,417,499,0.7270502102217311,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice080.png,556,544,0.7814080105519359,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice081.png,315,371,0.8658892115657592,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice082.png,405,421,0.878934623633251,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice083.png,225,252,0.8595387822651178,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice084.png,217,211,0.89719625958599,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice085.png,229,217,0.8699551550001006,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice087.png,205,180,0.8467532445538877,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice088.png,22,20,0.952380929705216,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice090.png,28,46,0.6756756665449235,1
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice101.png,0,0,,0
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice107.png,0,0,,0
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice109.png,0,0,,0
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice110.png,0,0,,0
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice116.png,0,0,,0
nnU-Net Base,RET_Topcon_09f1bf8ee7be70fb53c9431bb1fe3817_slice121.png,0,0,,0
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice014.png,0,0,,0
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice043.png,0,0,,0
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice044.png,19,21,0.7999999800000005,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice046.png,15,30,0.5777777649382719,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice048.png,202,232,0.7142857126398947,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice049.png,136,172,0.7662337637459943,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice051.png,560,530,0.7559633020587492,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice052.png,537,576,0.7726864323695539,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice053.png,698,655,0.6656887312045212,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice054.png,769,796,0.8110291626790511,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice055.png,1291,971,0.6867732151222486,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice058.png,1359,1471,0.8902861068672635,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice059.png,1482,1743,0.8640427913833149,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice061.png,1656,2193,0.8686439573245841,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice063.png,2203,2350,0.9167586664531946,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice064.png,2254,2327,0.8994650371283455,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice066.png,2391,2527,0.8988570284486606,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice067.png,2195,2463,0.8684989497456612,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice069.png,2325,2648,0.866053519901155,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice070.png,2180,2744,0.8457295882625478,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice071.png,2281,2434,0.8423490386925003,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice072.png,1300,2128,0.8237562032313966,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice073.png,1788,1927,0.8176456663441283,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice074.png,1643,2077,0.7798280985432822,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice075.png,1651,1998,0.8226911480343406,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice076.png,1221,1612,0.7913872217467748,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice077.png,1247,1272,0.8598650254625387,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice078.png,758,1075,0.7877795958604584,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice079.png,956,1108,0.8052325577494028,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice080.png,447,472,0.7856365606249874,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice081.png,224,523,0.5060240957081338,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice083.png,614,469,0.6869806087839514,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice084.png,272,372,0.7236024833484433,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice085.png,458,418,0.7351598165123746,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice087.png,239,142,0.5564304447337783,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice088.png,48,61,0.7706421947647505,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice090.png,36,80,0.5862068914982165,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice092.png,40,24,0.49999999218750013,1
nnU-Net Base,RET_Topcon_1527587b2f260832ae2bf685b2b9a9b0_slice115.png,0,0,,0
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice021.png,0,0,,0
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice034.png,0,0,,0
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice049.png,0,0,,0
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice055.png,0,0,,0
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice058.png,30,41,0.47887323269192633,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice060.png,185,183,0.8967391279979915,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice061.png,200,193,0.8804071224417122,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice064.png,115,106,0.8959275977559837,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice065.png,189,214,0.8813051817170916,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice066.png,300,337,0.8854868449693687,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice068.png,290,304,0.9376053947089286,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice071.png,255,320,0.8347826072438563,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice072.png,342,394,0.8369565206019612,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice074.png,400,416,0.8799019597060025,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice075.png,251,277,0.8560606044392791,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice077.png,92,129,0.6968325760324318,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice078.png,101,148,0.7148594348800826,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice079.png,71,89,0.637499996015625,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice080.png,33,42,0.8266666556444446,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice082.png,56,61,0.7863247796040618,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice083.png,20,29,0.6938775368596422,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice084.png,10,15,0.639999974400001,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice087.png,4,2,0.33333327777778704,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice088.png,7,18,0.5599999776000009,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice089.png,2,0,0.0,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice091.png,13,23,0.7222222021604945,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice106.png,40,65,0.742857135782313,1
nnU-Net Base,RET_Topcon_36f2dd01456a26450dc66ebadc676de7_slice109.png,0,0,,0
nnU-Net Base,RET_Topcon_42cb4fb24bb11d6f79a2179e9a63251f_slice003.png,0,18,,0
nnU-Net Base,RET_Topcon_42cb4fb24bb11d6f79a2179e9a63251f_slice010.png,185,204,0.508997427997436,1
nnU-Net Base,RET_Topcon_42cb4fb24bb11d6f79a2179e9a63251f_slice013.png,158,171,0.7659574444803725,1
